id,title,text_self,description,agenda,reception,collaborations,publications,org_form,org_struct,legal_struct,finance,notes,website_urls,archive_repo,from_date,from_trunc,until_date,until_trunc,cantons,radval_1,radval_2,radval_3,radval_4,radval_5,radval_6,radval_7
278,Kunst Halle Sankt Gallen,"«Die Kunst Halle Sankt Gallen wurde 1985 als gemeinnütziger und nicht -profitorientierter Verein mit dem Ziel,
zeitgenössische Kunst zu fördern und zu vermitteln , gegründet. Die Trägerschaft und die Ziele sind bis heute dieselben geblieben. Durch ihre Entwicklung hat die Kunst Halle Sankt Gallen jedoch eine besondere Stellung 
gewonnen: sie kann als die kleinste der grösseren Institutionen für Gegenwartskunst der Schweiz oder 
– umgekehrt – als die grösste der kleineren Ausstellungsstätten bezeichnet werden. Somit treffen und mischen sich in der Kunst Halle gegensätzliche Möglichkeiten, Erwartungen und Emotionen. » (Leitbild, http://www.kunsthallesanktgallen.ch/tl_files/content/Informationen/Ueber%20uns/Leitbild_KunstHalle_SanktGallen.pdf, 9.7.15)

«Wie andere schweizerische Institutionen für Gegenwartskunst wurde die Kunst Halle Mitte der 80er Jahre gegründet, um die steigenden Bedürfnisse einer lokalen Kunstszene nach Ausstellungsmöglichkeiten, professioneller Vernetzung und intellektuellem Austausch zu befriedigen; in anderen Worten, um die Lebendigkeit einer lokalen Kunstszene sichtbar und spürbar zu machen und eine Identifikationsplattform zu schaffen. Dieser Pionierphase, die schweizweit stattfand und der Etablierung der Gegenwartskunst als unersetzbares kulturelles Phänomen in der Öffentlichkeit diente, sind Jahre einer konstanten Weiterentwicklung und Professionalisierung gefolgt, in denen die Kunst Halle Sankt Gallen von einem wandernden Verein ohne fixe Räumlichkeiten zu einer renommierten Institution für Gegenwartskunst wurde.»
(Quelle: http://www.kunsthallesanktgallen.ch/de/ueber-uns.html, Zugriff vom 09.07.2015)

Programm richtete sich vermehrt am internationalen Kunstschaffen aus. Von 2001 bis 2006 hielt Gianni Jetzer die Leitung inne (unter dem Namen Neue Kunst Halle St. Gallen). Er konsolidierte die internationale Ausrichtung seiner Vorgängerin mit gleichzeitig starkem Einbezug von jüngeren Künstlern aus der Schweiz.
(Quelle: http://www.kunsthallesanktgallen.ch/de/ueber-uns.html, Zugriff vom 09.07.15)",,"«Die Kunsthalle St. Gallen definiert sich ursprünglich als ein Ort, an dem mit künstlerischen Aussagen auf städtebaulich umstrittene Situationen reagiert wird. Stellvertretend dafür stehen Abbruchobjekte wie Volksbad oder Gewerbeschule. Die kulturpolitische Idee, mit künstlerischen Mitteln auf städtebauliche Fragen zu reagieren, ist Motivation und Treibkraft, mit wenig Mitteln aus dem Nichts Kulturorte für eine beschränkte Zeit zu definieren.»
(Quelle: http://www.kunsthallesanktgallen.ch/de/ueber-uns.html, Zugriff vom 09.07.2015)","Die Kunst Halle St. Gallen befindet sich an der Schnittstelle zwischen der Off-Szene und den etablier-ten zeitgenössischen Institutionen. Sie pflegt den Austausch und initiiert Kollaborationen mit Kunstor-ten aus beiden Bereichen. Ihre Stärke liegt nicht zuletzt in ihrem qualitativ hochstehenden, vielfältigen Veranstaltungs- und Vermittlungsprogramm. Neben der Präsentation internationaler Kunstschaffender erfüllt sie auch eine wichtige Funktion für die Schweizer Szene: Vielen jungen Künstlern, auch aus der Romandie, wurde in der Kunst Halle St. Gallen die Möglichkeit zu einem ersten professionellen Auftritt in einer Institution geboten
(Quelle: Jurybericht der Eidgenössischen Kunstraumpreise 2010, S. 2).",,,,"Gastkurator*innen: 1985-1987
Kollektive Leitung: 1988-1992

Zwischen 1988 und 1995 verlässt man die Idee von Improvisation und Fronarbeit in der Überzeugung, nur ein professionalisierter Betrieb erfülle die Erwartungshaltung aus der früheren Arbeit. [&] Mit dem Bezug der Räumlichkeiten an der Davidstrasse 40 entschied sich der Verein, die Stelle der Künstlerischen Leitung öffentlich auszuschreiben. [&] Der Beitrag der Stadt St.Gallen, ergänzt durch weitere Unterstützungen von Kanton und anderen Institutionen, erlaubte es, Ausstellungsräume fest zu mieten und eine Aufsicht mit Sekretariatsfunktion teilzeitlich anzustellen.
(Quelle: http://www.kunsthallesanktgallen.ch/de/ueber-uns.html, Zugriff vom 09.07.15).",Verein,«Die Stadt St. Gallen anerkennt die Leistung der Kunsthalle und bewilligt 1990 einen alljährlich wiederkehrenden Beitrag.»,,http://www.kunsthallesanktgallen.ch/de/,,1985-01-01,0,,0,SG,0,0,0,0,0,0,0
279,Galerie auf Zeit,,,"1982: Einzelausstellungen mit Urs Laube und Christoph Rütimann
1983: Einzelausstellung mit Max Bühlmann",,,,,,,,,,,1982-01-01,2,1982-01-01,2,LU,0,0,0,0,0,0,0
280,M/2,,,,"«Wandlung. Ein verlassenes Haus diente von 1987 bis 1992
als Ausstellungsort und Katalysator. Später begriffen
sich die sechs Macher Jean-Luc Manz, Jean Crotti, Catherine Monney, Alain Huck, Robert Ireland und Christian Messerli als heterogene Gruppe und thematisierten
ihr Kuratorium. (Auflösung 1997)»
(Quelle: Michelle Nicol: «Vo Lozärn gäge Wäggis zue. Reiseführer durch 104 
zeitgenössische Kunsträume der Schweiz». In: Freie Sicht aufs Mittelmeer, Kat. Ausst. Zürich: Kunsthaus Zürich, 1998, S. 111).",,,,"Nach der Auflösung ging das M/2 sozusagen in der 1989 gegründeten Galerie Skopia weiter. Viele Künstler, die im M/2 ausgestellt haben, sowie auch die Kuratoren, stellten danach in der Galerie Skopia aus.",,"Geld erhielten sie von der Stadt Vevey (gab auch Wohnung gratis), dem Kanton sowie Bundesgelder, speziell für Off-Räume (?) 10'000 für drei jahre.",,,,1987-01-01,0,1992-01-01,0,VD,0,0,0,0,0,0,0
281,Galerie Palaud n 1,,,"«les expositions alternent avec d'autres manifestations : mini festival de cinéma super 8 d'artistes, trois spectacles théâtraux (&), une exposition avec de grands bâches peintes dans la ville»
(Quelle: Françoise Jaunin, „La fin d'un commis voyageur“, in: 24heures, 16.10.1990, [o.S.])",,,,,,,,,,,1984-01-01,0,1990-01-01,0,VD,0,0,0,0,0,0,0
282,VORSTELLUNGEN,"«Die VSTn agierten unabhängig von gerade laufenden Ausstellungen und fokussierten u.a. auf »Die Aktualität dokumentarischer Praktiken« (10.5.2005), »Performances« (28.6.2005), »Die Kunst der Selbstdarstellung« (17.4.2007)»
(Quelle: Retourniertes Factsheet Aufruf, Brita Polzer, 03.2018 [online submission])",,,,Cabaret Voltaire,,,"«»Die VSTn wurde in der Regel von mir moderiert, aber auch von Gabriela Christen, Edith Krebs, Franziska Baetcke u.a. Das weitere Podium bestand aus für die jeweiligen thematischen Perspektiven relevanten Personen.«
(Quelle: Retourniertes Factsheet Aufruf, Brita Polzer, 03.2018 [online submission])

»«Im Cabaret Voltaire habe ich das Modell der »Mitdenkenden« eingeführt. Es handelte sich um Personen, die aufgrund ihrer Kompetenz/Interessen angefragt wurden, teilzunehmen. Sie sassen im Publikum und hatten das »Recht«, sich jederzeit einzubringen. Diese Position als etwas Drittes zwischen Podium und Publikum habe ich als sehr gewinnbringend empfunden.»
(Quelle: Retourniertes Factsheet Aufruf, Brita Polzer, 03.2018 [online submission])",,"«Die VSTn wurden - soweit ich mich erinnere - vor allem vom Cabaret Voltaire getragen.
Eigene Einnahmen gab es nicht.
Das Geld floss einzig in die Honorare der Beteiligten, die Infrastruktur wurde von den jeweiligen Häusern kostenfrei zur Verfügung gestellt.»
(Quelle: Retourniertes Factsheet Aufruf, Brita Polzer, 03.2018 [online submission])",,,,2005-01-01,0,2008-01-01,0,ZH,0,0,0,0,0,0,0
283,Kunstraum Burgdorf,,,,"«Die Galerie ist um den Atelierraum des verstorbenen Künstlers Thomas Kratky erweitert worden. Mariette Gullotti stellt als erste in den neuen Räumen aus, da sie Thomas Kratkys erste Lehrerin gewesen ist: Alles fliesst»
(Quelle: msh, «Ein Mass durch alle Dinge. Burgorf. Marietta Gullottis 'Gemüse- und Früchtezyklus'», in: Der Bund, 1988 (http://www.marietta-gullotti.ch/pressestimmen.html#bund-1964, Zugriff vom 18.04.2018)]

Eva Buhrfeind, «Skurriler Fabulierer. Daniel de Quervain im Kunstraum Burgdorf», in: o.A. [http://www.buhrfeind.ch/evabuhrfeind/index.php?id=18&tx_ttnews[tt_news]=101&cHash=17b81ee209c1a3e423aa540850f62ea7, Zugriff vom 18.04.2018]",,,,,,,"Lange KünstlerInnen-Liste:
Marietta Gullotti (1988)
Filip Haag (1989)
Leopold Schropp (1990)
Guido R. von Stürler (1990/91)
Otto Lehmann (1991)
W.O.L. (1991, 1995, 1999)
Daniel de Quervain (1992)
Ka Moser (1990, 1996, 1998)
Otto Lehmann / René Zäch (1994)
Anna B. Wiesendanger (1995)
Vincent Chablais (1996, 2000)
Otto Lehmann / Jürg Zahnd (1997)
Ruth Himmelsbach (1997)
Béatrice Gysin (1999)
Peter Gysi / René Zäch (2000)",,,1988-01-01,0,1988-01-01,0,BE,0,0,0,0,0,0,0
284,Broom Social Club,,,,,,,,,,,,,,2009-01-01,0,2012-01-01,0,GE,0,0,0,0,0,0,0
285,PROGR,"«Der PROGR ist ein Atelierhaus und Begegnungsort im Zentrum der Stadt Bern.
Mehr als 150 Künstlerinnen und Künstler aus allen Sparten produzieren Kunst in 70 Räumen. Sie arbeiten Tür an Tür zusammen mit Kulturinstitutionen und Veranstaltern. In der öffentlichen Zone im Erdgeschoss werden Ausstellungen und Konzerte veranstaltet. Treffpunkt im PROGR sind zwei Gastrobetriebe.»
(Quelle: https://www.progr.ch/, Zugriff 9.7.2018)",,,,,"Martin Waldmeier, «Der PROGR: Ein Kunst-Ort im Strukturwandel», in: common–the journal, Kunst zum Leben, No.3, 16.12.2013. [http://commonthejournal.com/journal/kunst-zum-leben-aneignung-als-strategie-zur-veraenderung-no-3/der-progr-ein-kunst-ort-im-strukturwandel/, 27.05.2016].",,"« Stiftung PROGR
Die Stiftung PROGR schafft mit dem Stiftungszweck Rahmenbedingungen für das Atelierhaus und die öffentliche Nutzung. 
Stiftungszweck
– Förderung von zeitgenössischem Kulturschaffen, indem günstige Arbeitsräume für  KünstlerInnen aller Sparten zur Verfügung gestellt werden.
– Zu diesem Zweck Übernahme der Liegenschaft am Waisenhausplatz 30 im Baurecht.
– Sanierung und Unterhalt des Gebäudes.
– Professionelle und nachhaltige Bewirtschaftung desselben.
Der Stiftungsrat setzt sich aus Künstlerinnen und Künstlern, Fachpersonen und Partnerinstitutionen zusammen ( 5 bis 9 Mitglieder). Die Mehrheit sind Künstlerinnen und Künstler.

PROGR-Leitung
Ein dreiköpfiges Team verantwortet den reibungslosen Betrieb im Atelierhaus im Auftrag des Stiftungsrates PROGR.
Silvia Hofer Geschäftsleitung
Daniela Nötzli Veranstaltungen
Lorenz Keller Abwart

Stiftungsrat
Sabine Mommartz, Thomas D. Meier (Präsident, Rektor ZHdK), Sibyl Matter (Anwältin, Notarin, Mediatorin), Nicolette Kretz (Autorin, Text-Performerin, Dramaturgin, Theaterkritikerin), Corinne Kuenzli, Günther Ketterer (Immobilientreuhänder, Kunstsammler), Zimoun (Künstler). Nicht auf dem Foto: Hansjörg Wyss (Unternehmer).»

Quelle: https://www.progr.ch/de/ueber-uns/, Zugriff 13.12.2018)",,"«Das Kapital für den Kauf des Gebäudes stammt zum grössten Teil von einer Schenkung von Dr.h.c. Hansjörg Wyss (2 Mio CHF) sowie einer Gruppe von rund hundert Darlehensgebern. Der Betrieb des Kulturzentrums wird ausschliesslich mit den Mietzinseinnahmen finanziert (rund 1 Mio CHF) und erhält keine städtischen Gelder. Die Stiftung PROGR verzichtet bewusst auf weitere Fördergelder, um nicht in Konkurrenz zu stehen mit den Anträgen von Veranstaltern und Künstlern im Haus.
Die Stiftung PROGR ist steuerbefreit.» 
(Quelle: https://www.progr.ch/de/ueber-uns/, Zugriff, 13.12.2018)","Zentrum wurde 2004 unter der Führung der Abteilung Kulturelles der Stadt bern und den Kuratorinnen Beate Engel und Katrien Reist gegründet, angedacht war eine Zwischennutzung von einem Jahr. Planerische Verzögerungen verlängerten die Zwischennutzung jeweils um ein Jahr. Stadt stellte dabei Gebäude zur Verfügung und mit den Mieteinnahmen der Ateliers wurde der Kulturbetrieb finanziert. Am 17.Mai 2009 haben sich 66% der Stimmbevölkerung für den Erhalt des Zentrums ausgesprochen. Aufbauend auf einem Kaufangebot seitens der Künstler, ohne öffentliche Finanzierung sowie mithilfe ""einflussreicher und zahlungskräfter Gönner.""
 Aufgrund der fehlenden Mitwirkung in der Öffentlichkeitsarbeit, der kuratorischern Profilierung oder einem dynamischen Rotationsprinzip der Atelierinhaber wurde nach Waldmeier von Seiten der Künstlerschaft auch ein Gesichts- und Bedeutungsverlust als Kunst-Ort hingenommen. Waldmeier hält auch einen administrative Strukturen mit sich, die einem ""Mangel an institutionspolitischer Transparenz"" unterliegen 
(Quelle: Martin Waldmeier, „Der PROGR: Ein Kunst-Ort im Strukturwandel“, in: common–the journal, Kunst zum Leben, No.3, 16.12.2013)",https://www.progr.ch/,"Geschickte online zugänglich
(Quelle: https://www.progr.ch/de/geschichte/, Zugriff 13.12.2018)",2004-01-01,0,,0,BE,1,3,3,2,1,4,3
286,Kulturzentrum Falken,,,,"«Die im Februar 1982 entstandene Interessengemeinschaft Kulturzentrum Falken (IGKF) zeigte zwischen Herbst 1982 und Januar 1983, dass mit Power, Kreativität und Idealismus aus dem Nichts ein Kulturbetrieb aufgebaut werden konnte. Doch das Volk wollte von einem Falken als Kulturzentrum nichts wissen und lehnte eine entsprechende Volksinitiative im September 1984 ab. Das war das Ende der «Badener Bewegung». Vorläufig wenigstens.»
(Quelle: Stefan Ulrich, „Von der ""Hüüsergruppe"" zum Löschwasserbecken: Jugendbewegungen in Baden seit 1980“, in: Badener Neujahrsblätter, Bd. 78, 2003, S. 48)

«Im fröhlich-farbigen Gebäude am Badener Schulhausplatz wo früher das »Falken«-Bier gebraut wurde, braute sich während ein paar Monaten Kulturelles zusammen. (...) Kultur vor allem für ein jüngeres Publikum gab es - mit dem Segen der Behörden und der Denner AG - zum ersten Mal im August letzten Jahres im »Falken«. Als sich während des Festes »Badenfahrt« das ganze Städtchen während zehn Tagen in einen grossen Festplatz verwandelte, konnte die leerstehende ehemalige Brauerei als Lokal für Theater und Konzerte benutzt werden. Doch als das Feste vorüber war, mochten sich nicht alle damit abfinden, dass es auch mit der Kultur im »Falken« vorüber sein sollte. So wurde denn das »Falken«-Areal in der Woche nach der Badenfahrt kurzerhand besetzt, und schon eine Woche nach dem Badenfahrt-Ende fand im bunten Hause ein grosses Musikfest statt. (...) Was die Kultur-Initianten in Baden anstreben, ist ein Zentrum ähnlich der »Roten Fabrik« in Zürich-Wollishofen.»
(Quelle:Hanspeter Eggenberger, ""Kultur oder Konsum im 'Falken' in Baden?, in: [St. Galler Tagblatt, 19.03.1983, o. S.] [ebenfalls erschienen in: Luzerner Neue Nachrichten, 21.03.1983, o.S.; Basler Zeitung, 19.03.1983, o. S.)

Zeitungsartikel vom 19.03.1983 im St. Galler Tagblatt fokussiert insbesondere auf den angeblichen «Buttersäure-Anschlag» mit welchem die Hauseigentümerin Denner AG das Gebäude unbenutzbar machen wollte.","«Die Impulse von Zürich strahlten in die ganze Schweiz aus. Viele Jugendliche aus Baden verkehrten in der autonomen Bewegung von Zürich.»
(Quelle: Stefan Ulrich, „Von der ""Hüüsergruppe"" zum Löschwasserbecken: Jugendbewegungen in Baden seit 1980“, in: Badener Neujahrsblätter, Bd. 78, 2003, S. 48)",,,,,,Besetzung nach Badenfahrt 1982,,"SIK-ISEA-Kunstarchiv, Zürich, Register ""AARB – Basel Museen I"", Folder ""Baden"", Subfolder ""Baden"" (Zeitungsartikel)",1982-01-01,0,1983-01-01,0,AG,0,0,0,0,0,0,0
287,atelier Ex-Werner,,,,,,,,,,,"Wird auf der Webseite von OFFOFF aufgeführt.
(Quelle: http://offoff.ch/swiss-spaces/, Zugriff vom 20.09.2019)",http://www.ex-werner.ch,,2009-01-01,0,,0,GE,0,0,0,0,0,0,0
288,Quark,"Quark est une association à but non lucratif. (Il accueille chaque année le Prix Quark dont les trois lauréats réalisent une exposition personnelle. La direction artistique de l'espace est confiée à Elisa Langlois qui, à l'instar du Prix, propose une programmation d'expositions s'appliquant à donner une visibilité à des artistes n'ayant pas de galerie.

Quark est une association à but non lucratif qui tente de soutenir les artistes émergents en les exposant et leur fournissant une aide à la création.
(Quelle: http://espacequark.ch/a-propos/, Zugriff vom 09.07.2018)",,,,,,,,Verein,"Nous fonctionnons grâce au soutien de Pro Helvetia, La Loterie Romande Fondation suisse pour la culture et de la Fondation sesam.
Nous remercions le fidèle soutien de Madeleine et Olivier ainsi que celui de donateurs privés.
(Quelle:http://espacequark.ch/a-propos/, Zugriff vom 09.07.2018)",,http://espacequark.ch/,,2014-05-01,0,,0,GE,0,0,0,0,0,0,0
289,Point,,,,,,,,,,,Jean Luc Manz hat dort eine Ausstellung gehabt 1977.,,,,0,,0,VD,0,0,0,0,0,0,0
290,Vélodrome,"«Le Vélodrome est un espace artistique et artisanal autogéré situé en plein cSur du quartier de la Jonction à Genève. Il fédère autour de quelque 3500 m2 d'ateliers une centaine d'artistes et d'artisans provenant de disciplines aussi diverses que les arts plastiques, la danse, la musique, la scénographie, la vidéo ou encore l'édition.

Le Vélodrome a ouvert en été 2008 suite à la fermeture du site d'Artamis. Il bénéficie d'un contrat de bail subventionné de la Ville de Genève et est géré par l'association du Vélodrome qui regroupe l'ensemble des artistes présents sur le site. Un comité de représentants des ateliers se réunit régulièrement et s'occupe des affaires courantes.

Lieu pluridisciplinaire, Le Vélodrome encourage toutes les formes de collaboration artistique, collabore avec d'autres espaces d'art indépendants et organise ponctuellement des événements ouverts au public.»
(Quelle: http://levelodrome.org/association-le-velodrome/, Zugriff vom 29.05.2018)",,,,,,,,Verein,,,http://topic.to/archive/you-know-who/,,2008-01-01,0,,0,GE,0,0,0,0,0,0,0
291,Veragouth Arte Contemporanea,,,,"«Praktisch: das Veragouth Arte Contemporanea liegt an der zentralsten Piazza von Lugano. Interessant: Die Initiative kam au s der lokalen Wirtschaft. Die Kuratorin Bettina Della Casa zeigt mediterrane Gegenwartskunst der jüngsten Generation. Zum Beispiel Andrea Crocianis
realgrosse Fotografie eines Türguckloches»
(Quelle: Michelle Nicol: «Vo Lozärn gäge Wäggis zue. Reiseführer durch 104 
zeitgenössische Kunsträume der Schweiz». In: Freie Sicht aufs Mittelmeer, Kat. Ausst. Zürich: Kunsthaus Zürich, 1998, S.114)",,"Andrea Crociani, Valzer valzer, Lugano: Veragouth Arte Contemporanea, 1996.
Massimo Uberti, maestà dell'invisibile, Lugano: Veragouth Arte Contemporanea, 1996.",,,,,"Veragouth ist eine lokale Tischlerei, welche heute [2018] in Bedano domestiziert ist.",,,1996-01-01,0,,0,TI,0,0,0,0,0,0,0
292,Elac (espace lausannois d'art contemporain),"«Le 28 juin 1997, l'exposition des travaux de diplôme des étudiants en art de l'ECAL inaugurait l'elac situé au coeur de Lausanne, dans le quartier du Flon. L'elac venait ainsi pallier le manque endémique de structures dévolues à la création contemporaine dans cette ville, sans pour autant émarger au budget de l'institution dont elle s'origine. 

En octobre 2007, l'elac a quitté le Flon pour s'installer à Renens dans les murs de l'ECAL. Avec une surface de 550m2 cette galerie est une des plus grandes d'Europe rattachée à une école et constitue une vitrine privilégiée de l'art contemporain et du design dans notre canton. Il s'agit également d'un outil de recherche indispensable pour remplir le mandat dévolu aux Hautes écoles d'art et de design.»
(Quelle: http://www.ecal.ch/fr/1036/galerie-elac/a-propos, Zugriff vom 26.02.2018)",,,"«Qualität. Als Aussenstetion der Ecal (Ecole cantanale d'art de Lausanne) ist das Elac ein hybrides Werkzeug. Künstlerischer Leiter Lionel Bovier synergiert klassisches Kunstgebaren mit Strategien aus Grafik und Kino und stellt damit die Frage nach dem omnipräsenten Crossover – etwa mit der oszillierenden Kombination Helmut Newton, Alix Lambert und Vanessa Beecroft. Eröffnet im Sommer 1997.»
(Quelle: Michelle Nicol: «Vo Lozärn gäge Wäggis zue. Reiseführer durch 104 zeitgenössische Kunsträume der Schweiz». In: Freie Sicht aufs Mittelmeer, Kat. Ausst. Zürich: Kunsthaus Zürich, 1998, S. 104).",,,Team,,,,,"http://www.ecal.ch/fr/1036/galerie-elac/a-propos
http://www.ecal.ch/fr/1037/galerie-elac/expositions",,1997-06-28,0,,0,VD,1,4,1,1,1,3,1
